FID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Medinc,GEO_id3,Id,GEO_id2,Geography,Wrk_16over,CarTruckVa,DriveAlone,Carpool,PublicTran,Walk,Bike,TaxiMCOthe,WorkfrHm,WlkBikTran,SHAPE_Length,SHAPE_Area
295,06,037,108202,06037108202,1082.02,Census Tract 1082.02,G5020,S,5996866,3024,+34.2868319,-118.5799847,115093,6037108202,1400000US06037108202,6037108202,"Census Tract 1082.02, Los Angeles County, California",2443,90.4,80.2,10.2,0,0,0,0,9,0,0.109139182212407,0.000578834114401843
296,06,037,102104,06037102104,1021.04,Census Tract 1021.04,G5020,S,1658563,0,+34.2161873,-118.3453980,86848,6037102104,1400000US06037102104,6037102104,"Census Tract 1021.04, Los Angeles County, California",1707,82.1,75.6,6.4,4,4.1,1,4.5,5,9,0.0835908930826068,0.000162253524476705
297,06,037,113237,06037113237,1132.37,Census Tract 1132.37,G5020,S,4736211,11048,+34.2451986,-118.6126947,79625,6037113237,1400000US06037113237,6037113237,"Census Tract 1132.37, Los Angeles County, California",1879,78.2,69.2,9,9,4.6,1,1,6,15,0.1126270022072,0.000464573722206786
298,06,037,190401,06037190401,1904.01,Census Tract 1904.01,G5020,S,166929,0,+34.1035718,-118.3027866,41012,6037190401,1400000US06037190401,6037190401,"Census Tract 1904.01, Los Angeles County, California",1820,72.1,60.4,11.6,12,5.9,0,1.3,9,18,0.0162133986331005,1.63092400485361e-05
299,06,037,190402,06037190402,1904.02,Census Tract 1904.02,G5020,S,157146,0,+34.1035491,-118.3071514,22415,6037190402,1400000US06037190402,6037190402,"Census Tract 1904.02, Los Angeles County, California",1007,72.7,70.8,1.9,16,4.6,0,4.9,2,21,0.0157761175613487,1.53533098154806e-05
300,06,037,190801,06037190801,1908.01,Census Tract 1908.01,G5020,S,324191,0,+34.0943767,-118.3244586,21119,6037190801,1400000US06037190801,6037190801,"Census Tract 1908.01, Los Angeles County, California",1093,64,58.8,5.2,18,10.7,3,3.1,1,32,0.0232422058659147,3.16704233924388e-05
301,06,037,207302,06037207302,2073.02,Census Tract 2073.02,G5020,S,256159,0,+34.0475500,-118.2477263,31269,6037207302,1400000US06037207302,6037207302,"Census Tract 2073.02, Los Angeles County, California",2138,48.1,43,5.1,23,15.4,4,0,10,42,0.0247688452100571,2.50110432030358e-05
302,06,037,207501,06037207501,2075.01,Census Tract 2075.01,G5020,S,134327,0,+34.0564422,-118.2529675,56169,6037207501,1400000US06037207501,6037207501,"Census Tract 2075.01, Los Angeles County, California",1374,79.2,71.9,7.3,10,8.4,1,1.2,1,19,0.015066296680391,1.31166857290115e-05
303,06,037,208501,06037208501,2085.01,Census Tract 2085.01,G5020,S,243219,0,+34.0695316,-118.2719463,42727,6037208501,1400000US06037208501,6037208501,"Census Tract 2085.01, Los Angeles County, California",1417,69.2,57.5,11.7,24,1.9,0,1.3,3,26,0.0201551095230287,2.37534148359514e-05
304,06,037,185203,06037185203,1852.03,Census Tract 1852.03,G5020,S,548004,0,+34.1001272,-118.2316884,55335,6037185203,1400000US06037185203,6037185203,"Census Tract 1852.03, Los Angeles County, California",1510,80.1,65.3,14.8,12,3,0,2.6,2,15,0.036361421958124,5.35387761500708e-05
305,06,037,185204,06037185204,1852.04,Census Tract 1852.04,G5020,S,963753,0,+34.1029039,-118.2232600,79219,6037185204,1400000US06037185204,6037185204,"Census Tract 1852.04, Los Angeles County, California",863,88.1,76.2,11.8,5,0,0,1.5,5,5,0.0530191984557253,9.41592433248139e-05
306,06,037,211121,06037211121,2111.21,Census Tract 2111.21,G5020,S,213921,0,+34.0730100,-118.2854106,40451,6037211121,1400000US06037211121,6037211121,"Census Tract 2111.21, Los Angeles County, California",1444,79.7,63.3,16.4,16,0.2,4,0,0,20,0.0219737587986807,2.08930226109759e-05
307,06,037,211202,06037211202,2112.02,Census Tract 2112.02,G5020,S,179169,0,+34.0745209,-118.2941130,31576,6037211202,1400000US06037211202,6037211202,"Census Tract 2112.02, Los Angeles County, California",1361,53.8,49.7,4,40,2.9,0,0,3,43,0.0169113798749816,1.74990311744856e-05
308,06,037,291120,06037291120,2911.20,Census Tract 2911.20,G5020,S,701467,0,+33.9127920,-118.2869267,31466,6037291120,1400000US06037291120,6037291120,"Census Tract 2911.20, Los Angeles County, California",710,89.4,81.7,7.7,5,0.4,0,4.8,0,5,0.0333445376686559,6.83812440119433e-05
309,06,037,480600,06037480600,4806,Census Tract 4806,G5020,S,2329346,30201,+34.1193401,-118.1551292,71090,6037480600,1400000US06037480600,6037480600,"Census Tract 4806, Los Angeles County, California",3972,84.1,73.8,10.3,8,0.9,1,0.4,6,10,0.0131392092319629,1.38720104760882e-07
310,06,037,480702,06037480702,4807.02,Census Tract 4807.02,G5020,S,2175010,0,+34.1049394,-118.1699108,109402,6037480702,1400000US06037480702,6037480702,"Census Tract 4807.02, Los Angeles County, California",2218,91,83.4,7.6,3,0,1,1,4,4,0.0347079561157069,1.64129626839947e-08
311,06,037,267902,06037267902,2679.02,Census Tract 2679.02,G5020,S,778072,0,+34.0475522,-118.4201983,85644,6037267902,1400000US06037267902,6037267902,"Census Tract 2679.02, Los Angeles County, California",1820,78,73,5,5,6.2,0,0,10,11,0.0396221832914538,7.59690747494301e-05
312,06,037,269601,06037269601,2696.01,Census Tract 2696.01,G5020,S,333656,0,+34.0418546,-118.3794518,46667,6037269601,1400000US06037269601,6037269601,"Census Tract 2696.01, Los Angeles County, California",1355,65.4,57.6,7.8,24,0.9,1,3.8,5,26,0.0225914160672706,3.25754150380388e-05
313,06,037,269903,06037269903,2699.03,Census Tract 2699.03,G5020,S,283825,0,+34.0209031,-118.4064763,42656,6037269903,1400000US06037269903,6037269903,"Census Tract 2699.03, Los Angeles County, California",2227,76.3,69.7,6.6,8,6.6,5,2.9,1,20,0.0228029225547981,2.72694405522065e-05
314,06,037,269904,06037269904,2699.04,Census Tract 2699.04,G5020,S,337361,0,+34.0278090,-118.4118790,49273,6037269904,1400000US06037269904,6037269904,"Census Tract 2699.04, Los Angeles County, California",2236,78.7,69.1,9.6,12,4.7,0,0.6,4,17,0.0271745044889242,3.29318594164605e-05
315,06,037,269905,06037269905,2699.05,Census Tract 2699.05,G5020,S,238027,0,+34.0218574,-118.4018807,53936,6037269905,1400000US06037269905,6037269905,"Census Tract 2699.05, Los Angeles County, California",1757,82.4,72.5,9.8,12,1.2,0,0.3,4,13,0.0247249013612942,2.28829423749836e-05
316,06,037,271902,06037271902,2719.02,Census Tract 2719.02,G5020,S,924201,0,+34.0096289,-118.4316771,60302,6037271902,1400000US06037271902,6037271902,"Census Tract 2719.02, Los Angeles County, California",2258,80.9,70.8,10.1,7,2.2,2,1.6,6,11,0.038565618448557,9.01977493915635e-05
317,06,037,272201,06037272201,2722.01,Census Tract 2722.01,G5020,S,260003,0,+34.0003832,-118.4341265,50560,6037272201,1400000US06037272201,6037272201,"Census Tract 2722.01, Los Angeles County, California",1312,90.4,88.9,1.5,2,2,4,0.5,1,8,0.0199574595866972,2.4541438650641e-05
318,06,037,272202,06037272202,2722.02,Census Tract 2722.02,G5020,S,309571,0,+33.9975533,-118.4391488,41214,6037272202,1400000US06037272202,6037272202,"Census Tract 2722.02, Los Angeles County, California",2043,80,74.1,5.9,7,0.5,3,1,9,10,0.0266495476472242,3.00936119259973e-05
319,06,037,273402,06037273402,2734.02,Census Tract 2734.02,G5020,S,622758,387102,+33.9917820,-118.4792291,66985,6037273402,1400000US06037273402,6037273402,"Census Tract 2734.02, Los Angeles County, California",1877,59.1,54.9,4.2,10,4,10,0,16,24,0.0347818533836162,6.11271253124325e-05
320,06,037,226700,06037226700,2267,Census Tract 2267,G5020,S,782727,0,+34.0173502,-118.2621294,28989,6037226700,1400000US06037226700,6037226700,"Census Tract 2267, Los Angeles County, California",2200,70.3,53,17.4,22,3.9,2,1.9,0,28,0.0373208217844389,7.63970628600518e-05
321,06,037,271801,06037271801,2718.01,Census Tract 2718.01,G5020,S,479928,0,+34.0167262,-118.4182342,45637,6037271801,1400000US06037271801,6037271801,"Census Tract 2718.01, Los Angeles County, California",2142,75.3,68.4,6.8,11,1.3,4,1.9,6,16,0.0289771333389663,4.65017138873942e-05
322,06,037,221810,06037221810,2218.10,Census Tract 2218.10,G5020,S,304336,0,+34.0306568,-118.2923015,14813,6037221810,1400000US06037221810,6037221810,"Census Tract 2218.10, Los Angeles County, California",957,51.1,41.4,9.7,16,9.5,20,0,4,46,0.0229091206691966,2.97089448737047e-05
323,06,037,203200,06037203200,2032,Census Tract 2032,G5020,S,515981,0,+34.0526028,-118.1968646,38705,6037203200,1400000US06037203200,6037203200,"Census Tract 2032, Los Angeles County, California",1814,77.6,61.8,15.8,12,6.6,0,0,3,19,0.0315847791661797,5.03806205184312e-05
324,06,037,262400,06037262400,2624,Census Tract 2624,G5020,S,11268737,0,+34.0918093,-118.5086270,200868,6037262400,1400000US06037262400,6037262400,"Census Tract 2624, Los Angeles County, California",1112,81.5,80.6,0.9,1,1,0,0,17,2,0.218141904925014,0.00110082195239546
325,06,037,209402,06037209402,2094.02,Census Tract 2094.02,G5020,S,136235,0,+34.0546619,-118.2772210,26837,6037209402,1400000US06037209402,6037209402,"Census Tract 2094.02, Los Angeles County, California",2139,22.9,15.8,7,67,5.9,3,0.7,1,76,0.0146745463354978,1.33027275859636e-05
326,06,037,212305,06037212305,2123.05,Census Tract 2123.05,G5020,S,108058,0,+34.0561038,-118.2981624,30625,6037212305,1400000US06037212305,6037212305,"Census Tract 2123.05, Los Angeles County, California",1459,42.8,34.1,8.6,47,3.7,0,0.9,5,51,0.0130930480066721,1.05516748385204e-05
327,06,037,480802,06037480802,4808.02,Census Tract 4808.02,G5020,S,1713241,0,+34.0820627,-118.1526495,58311,6037480802,1400000US06037480802,6037480802,"Census Tract 4808.02, Los Angeles County, California",1490,90.6,81.1,9.5,5,0,0,1.1,3,5,0.0102600424530625,5.39770127992887e-08
328,06,037,211804,06037211804,2118.04,Census Tract 2118.04,G5020,S,185958,0,+34.0671619,-118.3066067,39973,6037211804,1400000US06037211804,6037211804,"Census Tract 2118.04, Los Angeles County, California",1552,78.1,72.5,5.6,14,3.6,0,2.8,2,18,0.0172642247554011,1.81608098704565e-05
329,06,037,212101,06037212101,2121.01,Census Tract 2121.01,G5020,S,185780,0,+34.0635956,-118.2941415,37944,6037212101,1400000US06037212101,6037212101,"Census Tract 2121.01, Los Angeles County, California",1348,69.6,54.2,15.4,16,6.2,2,1.4,5,24,0.0172561447587843,1.81425310184602e-05
330,06,037,212102,06037212102,2121.02,Census Tract 2121.02,G5020,S,138654,0,+34.0635726,-118.2984976,23929,6037212102,1400000US06037212102,6037212102,"Census Tract 2121.02, Los Angeles County, California",958,50.1,39.6,10.5,33,6.7,0,0,10,40,0.0147201474152374,1.35405315134138e-05
331,06,037,214503,06037214503,2145.03,Census Tract 2145.03,G5020,S,232313,0,+34.0668419,-118.3541156,83462,6037214503,1400000US06037214503,6037214503,"Census Tract 2145.03, Los Angeles County, California",1766,82.3,74.1,8.2,2,6.6,1,0,8,10,0.0216545090686391,2.26875491093855e-05
332,06,037,214901,06037214901,2149.01,Census Tract 2149.01,G5020,S,312677,0,+34.0742811,-118.3872385,60660,6037214901,1400000US06037214901,6037214901,"Census Tract 2149.01, Los Angeles County, California",1941,78.5,78.5,0,3,8.4,2,2.4,6,13,0.0226469752848308,3.03025478705645e-05
333,06,037,234901,06037234901,2349.01,Census Tract 2349.01,G5020,S,325412,0,+33.9817876,-118.3286609,24550,6037234901,1400000US06037234901,6037234901,"Census Tract 2349.01, Los Angeles County, California",1034,75.5,54.6,20.9,18,3.2,0,0,3,21,0.0232645265888731,3.17485803085716e-05
334,06,037,239801,06037239801,2398.01,Census Tract 2398.01,G5020,S,370763,0,+33.9660533,-118.2629318,31538,6037239801,1400000US06037239801,6037239801,"Census Tract 2398.01, Los Angeles County, California",1227,76.6,56.9,19.7,16,1.7,0,0,6,18,0.0317471137565431,3.61663139120289e-05
335,06,037,261102,06037261102,2611.02,Census Tract 2611.02,G5020,S,7939753,0,+34.1131952,-118.4248511,180234,6037261102,1400000US06037261102,6037261102,"Census Tract 2611.02, Los Angeles County, California",1782,76,70.4,5.6,1,0,0,3.1,20,1,0.166812337282456,0.00077238939420324
336,06,037,189800,06037189800,1898,Census Tract 1898,G5020,S,729742,0,+34.0982925,-118.3590366,55918,6037189800,1400000US06037189800,6037189800,"Census Tract 1898, Los Angeles County, California",2581,70.5,66.7,3.8,9,4.1,0,2.9,13,13,0.0387425822308305,7.06619375159096e-05
337,06,037,191204,06037191204,1912.04,Census Tract 1912.04,G5020,S,201086,0,+34.0930661,-118.2982812,30272,6037191204,1400000US06037191204,6037191204,"Census Tract 1912.04, Los Angeles County, California",899,45.6,38.3,7.3,36,7,3,2.3,6,46,0.0177435604938805,1.9644005600933e-05
338,06,037,143901,06037143901,1439.01,Census Tract 1439.01,G5020,S,5282918,11638,+34.1321322,-118.4000483,128359,6037143901,1400000US06037143901,6037143901,"Census Tract 1439.01, Los Angeles County, California",2108,78.1,75.8,2.4,0,1,0,0.6,20,1,0.127118723652862,0.000517459739815252
339,06,037,139802,06037139802,1398.02,Census Tract 1398.02,G5020,S,6077236,0,+34.1428640,-118.5563556,145714,6037139802,1400000US06037139802,6037139802,"Census Tract 1398.02, Los Angeles County, California",1547,85.5,79.9,5.6,1,0,0,0.6,12,1,0.139076894570433,0.000594025761949153
340,06,037,125320,06037125320,1253.20,Census Tract 1253.20,G5020,S,632474,0,+34.1666765,-118.3701944,42465,6037125320,1400000US06037125320,6037125320,"Census Tract 1253.20, Los Angeles County, California",2976,82.9,66.1,16.8,9,1.1,1,2.8,3,11,0.0419942520704603,6.18385989334144e-05
341,06,037,123010,06037123010,1230.10,Census Tract 1230.10,G5020,S,1015849,0,+34.2027436,-118.3745717,40000,6037123010,1400000US06037123010,6037123010,"Census Tract 1230.10, Los Angeles County, California",1927,74.9,61.1,13.8,18,2.8,2,1.5,1,23,0.0403909593916615,9.93646328567113e-05
342,06,037,134720,06037134720,1347.20,Census Tract 1347.20,G5020,S,989535,0,+34.2046449,-118.5688121,51773,6037134720,1400000US06037134720,6037134720,"Census Tract 1347.20, Los Angeles County, California",2535,86.9,67.2,19.6,5,3.8,2,0.6,2,11,0.0409851747721278,9.67926285669344e-05
343,06,037,131800,06037131800,1318,Census Tract 1318,G5020,S,1315591,0,+34.2047091,-118.5273080,42156,6037131800,1400000US06037131800,6037131800,"Census Tract 1318, Los Angeles County, California",2648,72.2,65.6,6.5,12,3.5,2,3.4,7,18,0.0496382663363507,0.000128685907958108
344,06,037,224310,06037224310,2243.10,Census Tract 2243.10,G5020,S,180792,0,+34.0443840,-118.2827213,29978,6037224310,1400000US06037224310,6037224310,"Census Tract 2243.10, Los Angeles County, California",983,54.8,45.1,9.8,36,0,7,0,2,43,0.0196099998733912,1.7651769843494e-05
345,06,037,113231,06037113231,1132.31,Census Tract 1132.31,G5020,S,4121919,18102,+34.2266028,-118.6502378,88015,6037113231,1400000US06037113231,6037113231,"Census Tract 1132.31, Los Angeles County, California",914,85.2,82.5,2.7,2,0,0,0,13,2,0.101273083053257,0.000177658375028056
346,06,037,143602,06037143602,1436.02,Census Tract 1436.02,G5020,S,1145545,73257,+34.1450296,-118.3855058,82470,6037143602,1400000US06037143602,6037143602,"Census Tract 1436.02, Los Angeles County, California",2095,81.4,74.5,7,4,0,0,3.4,12,4,0.051599984399022,0.000119136210290472
347,06,037,186100,06037186100,1861,Census Tract 1861,G5020,S,1347300,0,+34.1284623,-118.2299818,79394,6037186100,1400000US06037186100,6037186100,"Census Tract 1861, Los Angeles County, California",2321,90.4,73.2,17.1,1,2.1,0,1.5,4,3,0.0665307692633001,0.000131645787399581
348,06,037,293307,06037293307,2933.07,Census Tract 2933.07,G5020,S,337467,0,+33.7873712,-118.3035314,54621,6037293307,1400000US06037293307,6037293307,"Census Tract 2933.07, Los Angeles County, California",1233,85.3,72.4,12.9,10,3.2,0,0,2,13,0.0280155683309269,3.28200808604243e-05
349,06,037,209810,06037209810,2098.10,Census Tract 2098.10,G5020,S,149829,0,+34.0491173,-118.2823449,23714,6037209810,1400000US06037209810,6037209810,"Census Tract 2098.10, Los Angeles County, California",1215,39.3,30.3,9,48,4,2,3.5,4,54,0.016196435809629,1.46293717819475e-05
350,06,037,117404,06037117404,1174.04,Census Tract 1174.04,G5020,S,1765657,0,+34.2284788,-118.4790770,63571,6037117404,1400000US06037117404,6037117404,"Census Tract 1174.04, Los Angeles County, California",1917,89.6,75.4,14.1,5,3.1,1,0.6,1,9,0.0527467999073786,0.00017275804122811
351,06,037,123203,06037123203,1232.03,Census Tract 1232.03,G5020,S,583709,3900,+34.1967006,-118.3916113,31633,6037123203,1400000US06037123203,6037123203,"Census Tract 1232.03, Los Angeles County, California",1525,84.1,82.9,1.2,9,0.7,3,2.2,1,13,0.0379574578066318,5.74719786813819e-05
352,06,037,237600,06037237600,2376,Census Tract 2376,G5020,S,503741,0,+33.9785135,-118.2838719,24157,6037237600,1400000US06037237600,6037237600,"Census Tract 2376, Los Angeles County, California",1358,74.6,62.5,12.1,20,2.9,0,0,2,23,0.0281687118878762,4.91451911639761e-05
353,06,037,204410,06037204410,2044.10,Census Tract 2044.10,G5020,S,296877,0,+34.0461881,-118.2152707,27550,6037204410,1400000US06037204410,6037204410,"Census Tract 2044.10, Los Angeles County, California",729,54,36.6,17.4,16,23.6,1,0,5,41,0.0225267983171758,2.89859494194983e-05
354,06,037,296220,06037296220,2962.20,Census Tract 2962.20,G5020,S,536368,0,+33.7410279,-118.2837798,22120,6037296220,1400000US06037296220,6037296220,"Census Tract 2962.20, Los Angeles County, California",1406,90.5,70,20.6,2,7.3,0,0,0,9,0.0290715385680641,5.2185608243649e-05
355,06,037,228500,06037228500,2285,Census Tract 2285,G5020,S,448896,0,+34.0034920,-118.2690648,33516,6037228500,1400000US06037228500,6037228500,"Census Tract 2285, Los Angeles County, California",2003,66.3,57,9.3,23,6.2,0,0.5,4,29,0.0281055415450883,4.38069994379574e-05
356,06,037,800102,06037800102,8001.02,Census Tract 8001.02,G5020,S,52696955,14552,+34.0891938,-118.6226733,126500,6037800102,1400000US06037800102,6037800102,"Census Tract 8001.02, Los Angeles County, California",3444,80,75.1,5,0,1.5,0,1.4,17,2,0.134738095590541,2.65094555769988e-08
357,06,037,183810,06037183810,1838.10,Census Tract 1838.10,G5020,S,454936,0,+34.1073650,-118.1978495,29712,6037183810,1400000US06037183810,6037183810,"Census Tract 1838.10, Los Angeles County, California",1877,68.1,52.1,16,15,3,4,0.7,9,22,0.0312998622145757,4.44495529136125e-05
358,06,037,930200,06037930200,9302,Census Tract 9302,G5020,S,304565131,683461,+34.3387926,-118.2894308,90580,6037930200,1400000US06037930200,6037930200,"Census Tract 9302, Los Angeles County, California",298,93,78.2,14.8,0,4,0,0,3,4,0.407958023058431,8.34789920959226e-07
359,06,037,131400,06037131400,1314,Census Tract 1314,G5020,S,1107142,0,+34.2145917,-118.5316957,56676,6037131400,1400000US06037131400,6037131400,"Census Tract 1314, Los Angeles County, California",2791,88.1,83.2,4.9,5,0.9,1,0.8,5,7,0.0422700206924287,0.000108309066177681
360,06,037,131600,06037131600,1316,Census Tract 1316,G5020,S,2184453,6443,+34.2147180,-118.5513560,68152,6037131600,1400000US06037131600,6037131600,"Census Tract 1316, Los Angeles County, California",2537,86.2,74.2,12,7,1.5,0,1.1,4,8,0.0594684699041497,0.000214329375366761
361,06,037,131900,06037131900,1319,Census Tract 1319,G5020,S,1318217,0,+34.2047193,-118.5098593,64561,6037131900,1400000US06037131900,6037131900,"Census Tract 1319, Los Angeles County, California",2262,79.5,72.9,6.6,12,0.4,2,1.7,5,14,0.0496940492215754,0.000128943237622843
362,06,037,262303,06037262303,2623.03,Census Tract 2623.03,G5020,S,2614304,0,+34.0660696,-118.4868492,170850,6037262303,1400000US06037262303,6037262303,"Census Tract 2623.03, Los Angeles County, California",1150,78.8,69.7,9.1,1,0.8,0,1.5,18,2,0.0867566277431892,0.000255310798882881
